"geneid","length"
"PIK3AP1",2389
"LINC00921",3697
"PSMF1",6079
"EML1",7095
"GNPTG",4484
"HSFY1",1065
"CYSRT1",21069
"LOC100379224",21826
"PYURF",11562
"MFSD1",5894
"ATP8A1",6918
"MEGF8",10312
"MED4-AS1",3568
"CD3G",10203
"IQCK",2361
"POLA1",3887
"TEX46",1488
"PIGP",4695
"PLEKHA8",3981
"SCP2",6838
"MAPK8IP1",6042
"MIR558",2787
"LINC00928",3016
"ABCC13",5508
"NLGN3",5530
"ALG10B",3238
"DYRK3",2309
"AKAP8L",7254
"YIPF2",9129
"PPP1R7",3115
"FMO4",5276
"COG2",12698
"LINC01169",2469
"C10orf55",4253
"TAAR8",7285
"MED12L",7528
"MIR154",930
"ZNF850",11559
"SPACA9",17527
"PIWIL3",5636
"ERH",3535
"SLFN11",4321
"LINC02431",3816
"RPS3A",7003
"SPPL2A",13654
"PHLDB1",8442
"ZMAT2",5245
"SMARCAD1",15182
"KCNK16",9835
"ST7-OT4",4017
"ACKR4",3181
"LOC105375556",9921
"LNX1",17538
"DHX58",14289
"ENAM",1044
"CMKLR1",8213
"OR7D2",6417
"OR1N2",3029
"WDR4",2033
"MIR200CHG",6945
"IPO13",3318
"LY6K",6832
"CELF1",1688
"MIR548AE1",1803
"MIR4285",2051
"MIR4502",6798
"ENSA",3141
"GYPB",14445
"PPM1E",11111
"C6orf136",9457
"ASCC2",3905
"C1QA",6664
"PRMT8",4653
"TYRO3",4228
"KIRREL3-AS2",4709
"MIR4795",7931
"LHX1-DT",1898
"ATG12",6763
"AGO2",5983
"AAK1",4713
"TMEM91",3846
"RPS12",13535
"JPX",3901
"SPINT1",8102
"OR52I2",3080
"LINC02049",11486
"SNORA50A",6265
"TMEM238",5463
"ELOF1",1504
"MIR325",5582
"UXT-AS1",8070
"SMC5",15595
"GDAP1L1",5199
"RAPGEF3",6914
"CECR7",5579
"RIMS4",12078
"COL9A3",5524
"ITGB3BP",6342
"FAR2P1",2351
"MIR599",9494
"DLX3",5206
"SNORD30",5202
"KIF2C",1419
"FGF1",8224
"LINC02610",2244
"LITAF",4312
"FOXM1",1482
"PYHIN1",6799
"NOP2",4090
"USP17L11",3833
"OR4D2",13443
"ARPC4-TTLL3",10247
"EIF3F",12788
"SSX2B",5293
"HLX-AS1",16387
"LINC01672",5870
"SALL4",3761
"MIR4441",2807
"LOC100505588",4344
"TCF21",7543
"MIR607",7708
"ZNF808",10929
"LINC02054",6291
"KIAA0232",3426
"LPCAT3",11169
"BHLHE23",18166
"MIR1265",16036
"LARP1",8890
"LINC00917",17300
"RPL10L",2001
"CBX6",5121
"CLPTM1",3097
"GOLGA6L9",1931
"DNAAF4-CCPG1",6750
"GUCA1C",13674
"MIR891A",2707
"LGI1",1767
"CCNA2",4765
"TEC",3864
"CBR1",6999
"SEC14L1",9947
"ASAH2B",3666
"SNORD87",5217
"CASP16P",11009
"IDS",5248
"TK1",5954
"OR5B2",8789
"LYZL6",5753
"C1QTNF8",1087
"RGS20",6813
"DYDC2",3600
"MAFA",7359
"UNG",6819
"RBM5",8180
"MLLT11",1500
"DEDD",3259
"LEP",9895
"KLF7",10063
"MIR4279",5325
"MAGEB16",14532
"METTL14",8337
"SYNGR3",3102
"MIR6867",6263
"GLIS1",2418
"RTL1",11755
"CSNK2B",8371
"UNC5CL",6168
"MOS",6211
"LINC01002",6827
"OLFML1",6580
"EXOSC3",10462
"MIR6804",5921
"SRGAP3-AS3",16260
"KLRB1",8414
"LOC390877",4315
"CACNA2D4",1762
"SH2D2A",16094
"ACTR6",6047
"CTAGE8",4415
"MIR1255B1",6351
"SRA1",3825
"NOV",6133
"DNAJA3",6724
"FOXD4L3",3236
"HPN",9142
"LOC100130449",6652
"OR51V1",4233
"ART3",5198
"BTRC",7039
"TXLNG",6100
"KIF7",4924
"LOC388242",3242
"LINC00485",8085
"SLC5A9",15404
"MIR4643",3576
"STXBP5-AS1",9363
"NLRC5",4172
"EBAG9",9081
"CIDEB",10589
"LINC01721",8511
"NOL4",12203
"KRTAP4-7",17178
"RPTN",7844
"LCE3B",3910
"PRKAR1B",5467
"SLC1A3",9022
"DKFZP434A062",5267
"DHRS2",5637
"APLN",5738
"DLX2-DT",5825
"LOC101927604",6224
"MIR4295",8006
"LINC02224",6447
"LOC101927964",13484
"LINC00589",11708
"DCLK2",1164
"LRRN3",3635
"CDK5R1",19912
"RORA",4747
"ST8SIA6",10045
"RAB5B",8679
"TNFRSF9",4071
"GNG10",11852
"CSH2",6707
"KHNYN",9843
"LINC00520",6060
"MPP2",11977
"SPINK6",5320
"MIR4760",4190
"SPICE1",6657
"MIR6744",10835
"PHOSPHO2",4253
"DISC1",6814
"SPATA31A6",376
"IKZF4",3492
"ACOT9",13212
"TCAF2",4194
"AGTR1",2725
"IFNA16",1805
"DPP10",12954
"ZFPM1",8025
"SMARCC2",5664
"CRYBB1",3532
"DANCR",2561
"SPG21",3261
"TRPC2",4923
"CYHR1",12532
"FAM230E",3617
"EAPP",16177
"SAMM50",7032
"GLIPR1L2",3106
"MIR583",3631
"FREM2",8071
"ADRB1",3572
"PPP2R5C",4414
"HNF1A",3415
"MIR6127",7955
"XKRY2",5146
"CEACAM8",14537
"COA6",1915
"ZNF347",7451
"TJP1",6807
"MRTFB",11520
"FCRL6",5315
"G2E3",1725
"FOXN4",2987
"ZNF528",9269
"AGTPBP1",5103
"NSG2",14828
"ANP32C",8633
"GUSBP2",5283
"RENBP",10591
"EXOSC1",6403
"DIAPH3-AS1",3631
"ATP5PF",3146
"MIR27B",3811
"ERI3-IT1",3459
"CDC5L",8422
"FAM216B",4942
"SLC13A3",4054
"USP7",7996
"CHTF8",19302
"MYL7",2162
"TTC29",4981
"ILDR1",5730
"ASAH1",9103
"LINC01960",5106
"ADAM10",3762
"RNF128",9238
"LINC00210",10481
"CEP350",4423
"LINC02499",5516
"RRM2B",2567
"TIPRL",6548
"CPB2",7522
"LINC01797",2006
"APEX1",6628
"LINC01619",5806
"PTK2B",6443
"COL6A4P1",3660
"CDKN3",6745
"BABAM1",4156
"WFS1",6949
"CTNNB1",2401
"DTNA",3374
"PMCHL1",10686
"HIGD1B",9362
"ORC3",7440
"HAR1B",3157
"CAMKK2",3182
"LMOD1",6113
"TMEM51-AS1",6047
"MIR4283-2",9352
"MIR1245B",6198
"MGRN1",3212
"TSKS",7877
"LOC101928622",2730
"MIR550A2",4901
"LOC101927692",2390
"EVI5L",7147
"VMA21",5129
"PCBD2",3736
"LINC01531",7540
"ZYG11B",3824
"OSTN-AS1",5550
"MIR4688",2439
"INTS6L",2864
"C2orf50",3518
"PBX3",3888
"CLPSL2",2404
"TRMU",536
"STMN2",3385
"NEMF",3052
"RNF130",14537
"GML",3615
"TLL1",3830
"LOC93429",5361
"ABHD2",5153
"C1QTNF9",9550
"RBM10",4460
"GUCY1B2",3513
"SNHG1",4545
"HS2ST1",17380
"MICAL3",2992
"CCDC127",8013
"LINC00672",3708
"ATG101",6096
"PHF12",3846
"HNRNPAB",6119
"TAF4",3093
"ELOVL2-AS1",1281
"CALU",2841
"LOC100507599",3731
"TTTY6",878
"LMX1A",4588
"MIR6891",2587
"BEX1",5290
"MIR518B",5990
"IRS2",8726
"SULT1E1",2138
"HYPM",5301
"PITX3",4965
"YBX2",4490
"NSUN2",4739
"LMNTD1",2085
"LOC100631378",4933
"PDGFB",1837
"OSBPL1A",7439
"APOO",9813
"CCDC43",5806
"UGGT1",13968
"SCAMP1",3538
"HIST1H2AG",13106
"MRO",6879
"GOSR2",4739
"MIR770",8323
"HEBP1",6392
"HIRIP3",4922
"MIR4290HG",9795
"XIRP2-AS1",7622
"CLDN16",13320
"CRTAC1",7282
"C8B",3377
"ZNF382",6095
"MIR7-3",5826
"NCAM1-AS1",3005
"MAP2K7",2928
"GOT2",5069
"PPOX",2512
"ADH5",1943
"ARFGAP3",9094
"MAN1C1",3843
"SNORD115-22",2822
"FAM13B",4950
"LPIN2",6676
"COX17",2703
"ZNF141",12486
"TRIM21",7851
"DBIL5P2",4643
"ENAH",6242
"SRXN1",4988
"SNRPD3",1919
"LRPPRC",4630
"CYP1A1",1665
"MAP7D3",3605
"KCNMA1-AS1",9067
"CST6",1998
"IRX3",9674
"NDUFAF8",4192
"NOC2LP2",14816
"SVIL",4563
"MIR7845",2589
"MROH1",8755
"SMC1A",3248
"CYP4X1",4324
"EPS8L2",3562
"HAGLR",5850
"PNPO",11910
"DCBLD1",5370
"LINC02125",514
"UNC80",9031
"ZNF169",8753
"GABRA1",2946
"SLC9A2",7886
"DAAM1",2577
"MMP23A",6531
"LINC02525",4081
"EPG5",8541
"PITPNA",4643
"TIGD6",3717
"ZNF780A",2391
"KIAA1210",11771
"CSTF3",5395
"CPTP",3364
"MIR642A",3437
"LINC01309",5207
"VPS33A",2957
"SP9",1926
"TDH",7953
"LIPJ",4447
"BBS1",2242
"LINC01411",14006
"ZNF583",5546
"MRPL50",3216
"ERBB2",3861
"RAB24",12304
"MARF1",7515
"LPCAT4",6768
"GAB2",3051
"LOC100506082",6619
"LOC654841",13703
"FZR1",7322
"CTR9",3125
"MMRN1",2905
"LIMK1",4947
"ARL2BP",9654
"MIR4669",4001
"MIRLET7A1",7460
"DARS2",1222
"RIIAD1",10369
"SIT1",7721
"NAB1",3776
"RPL13AP20",4535
"KANK2",1780
"C8orf58",4363
"LDHB",4686
"PHF21A",3083
"SLAIN2",13113
"THG1L",10283
"MICALL1",1862
"MIEN1",2993
"SOS1",5032
"NXNL2",5942
"MIS12",3334
"CDC25C",7113
"PGPEP1L",4268
"RCE1",1465
"CD3E",3924
"TCTE1",5027
"ZNF776",3740
"FAM193B",6101
"OLIG2",3815
"FOXL2NB",3056
"DOK2",3781
"PQLC1",4252
"ZSCAN23",8636
"SLC38A8",12229
"SLC24A1",4155
"IL17F",5580
"FGF7",4474
"RNF112",3948
"STAM-AS1",6202
"LINC01723",21987
"NAB2",8108
"PDPK1",1665
"LOC101928596",5974
"ZADH2",3658
"DDN",12766
"TCEAL9",8220
"PJVK",3738
"THRB",4117
"WTIP",3181
"LOC100506551",5262
"MIR4519",4447
"SLC50A1",2856
"CD83",9857
"KAT2B",3706
"MIR181A1",7641
"ANKRD18B",10004
"CFAP61",1764
"MKRN1",6138
"DPP4",2438
"KLHL25",7867
"GOLGA6L5P",3263
"GYS1",3984
"ART1",2024
"TMEM140",5731
"LINC01708",5605
"AZU1",1915
"PROM2",6620
"LINC01478",2846
"DENND5B-AS1",6317
"SLC35D1",4102
"TIAM2",14095
"KRT32",10550
"CA5BP1",6782
"MIR6799",4413
"APOM",4059
"ITSN1",3956
"METTL9",9497
"TMEM173",3314
"VWDE",10385
"MIR190B",4498
"PTMS",14111
"HSD17B8",4533
"C19orf66",12924
"EMC9",9200
"SAA2",2618
"LINC02080",2163
"LINC00930",9161
"LINC01969",5347
"DOCK2",6578
"ELOVL6",1182
"GDF11",9198
"CYBA",5042
"C20orf78",3624
"FAF2",4421
"ELN",7016
"AK6",8193
"CISD1",8140
"SCGB1B2P",5800
"AKNAD1",3382
"MYPN",5299
"LINC00987",15694
"ST3GAL4",11298
"CHRNA1",6600
"CCDC163",7559
"SOHLH1",4413
"PSMC3",6533
"CPED1",7129
"AAR2",13799
"OR2AG1",1040
"OR52A5",2142
"HCG11",7489
"LY6G6E",8565
"NAV3",4367
"LOC100129931",19123
"MIR4733",3190
"LINC01593",1332
"SNORD115-14",12808
"EDDM3B",10609
"RRH",2831
"LINC00972",4309
"KISS1",15687
"CHMP5",4219
"LINC02064",2921
"GPR1",3011
"LOC285095",13629
"FGR",7899
"VRK2",6775
"MIR3162",3029
"SPECC1L-ADORA2A",2991
"XKRX",13071
"EPHA1-AS1",937
"STK17B",1781
"SV2B",3863
"MIR4666B",2539
"LOC440895",5307
"CDH9",6087
"GPR87",1554
"CNTNAP5",5991
"LOC254028",5037
"UBE2G1",4278
"ZNF713",4982
"ITIH1",6571
"SCARNA4",9237
"LINC01668",12557
"FABP2",7309
"CEP70",5470
"MROH2A",7151
"ARHGEF5",7091
"LOC101928120",2532
"LINC01191",3735
"PCDHGB3",2712
"LINC01146",3631
"EPN2",2407
"PRKX",10956
"SCN4A",12333
"ACOX1",10945
"LINC00392",4078
"DNAH2",4995
"KCTD19",5900
"LINC00402",3806
"ARIH2",5622
"SLC38A9",4831
"TRABD",3342
"MIR2113",4609
"LOC101928626",13886
"ICAM3",1978
"ILDR2",5411
"CCDC85B",8512
"ZNF426",7752
"GCFC2",6587
"GORASP2",7305
"MIR302D",5151
"LINC01416",8833
"MCAT",8318
"SEPT12",2846
"PRSS54",5270
"RPGRIP1",5800
"MIR4463",4328
"TRMT61B",3846
"UNC5D",5678
"AMFR",10644
"IQCG",8159
"SMARCE1",5343
"MIR571",10412
"SYT15",1242
"CPT1C",4621
"MAP3K20",1596
"LPAR4",5120
"IGFBP2",2825
"ZNF248",4618
"ARMC7",4138
"LRAT",15040
"ANXA8L1",4786
"ZFP41",7894
"TMEM86A",4552
"LOC101926948",7716
"NEIL2",3006
"SLC16A1",5950
"BET1",4317
"ACKR1",4177
"NAXD",7879
"CYP2W1",4511
"LOC100289473",4432
"FLJ40194",5790
"RCOR1",8041
"CDKL2",3803
"ADAM28",4659
"TRAF3",4922
"KRTAP4-5",3681
"COA4",5542
"WDFY3-AS2",3310
"PCSK6-AS1",3985
"TMEM212",5253
"MB21D2",7582
"PPP2R3A",4934
"LINC01095",3655
"TFG",8151
"ATG16L2",2972
"MTRF1L",5256
"ARHGEF15",10819
"VAV2",3553
"C6orf222",2314
"CCDC18-AS1",2671
"GATAD1",8188
"ZNF189",12188
"FAH",5699
"PPARD",4983
"NDST1",1532
"PRMT9",1498
"CD200R1",10979
"NPLOC4",1095
"MINDY1",1860
"SOAT1",2247
"MT1IP",10628
"FAM183A",6692
"CCL8",6613
"HIST1H2AL",1284
"SLC25A20",2025
"LINC02072",992
"CCDC89",22736
"LINC00570",1219
"THOC2",2980
"EIF1AX-AS1",566
"SERINC1",6423
"ARNTL2",9870
"MCHR2",3122
"BCL2L2",10093
"DUPD1",4551
"S100A13",5373
"VAPA",3755
"WAPL",6170
"MAN2C1",4298
"POLR2D",6276
"THAP7-AS1",4124
"RAG2",6881
"ATP13A5-AS1",3557
"FAM166B",6451
"NXPH4",12705
"LINC02339",5362
"LINC00863",1513
"MFAP3L",9871
"HSPD1",6528
"CA3",6223
"PTGES2-AS1",11522
"HSD17B13",1506
"CANX",2329
"ATP13A4",8244
"ZNF397",2646
"MIR8070",1980
"SNHG19",5159
"MIR3160-2",6772
"GC",6691
"GTF2H5",1867
"SERINC4",9948
"GAS6",6169
"TRAPPC4",9190
"MC5R",3105
"PHF5A",4340
"KHDC4",5408
"MIR3124",2495
"PLEKHB2",6903
"SLC35F5",4398
"DEPDC1",1610
"ZDHHC12",949
"KDM4A",6368
"METTL2A",2250
"MIR6505",4543
"PIK3CG",11672
"MAGEL2",844
"ULBP1",7674
"MEN1",2363
"OR2A4",5614
"GFI1",2216
"AKT3",531
"UBE2D3",5766
"BOLA3",1973
"FBXO47",1942
"TINAG",14617
"C6orf141",2966
"CAB39L",7199
"NINJ2",4865
"KIF14",5124
"CD79B",3408
"LOC105369911",3873
"PRSS46P",2770
"HSFY1P1",2492
"TNR",2138
"NTRK1",4908
"DNAJB5",2651
"MIR645",2869
"ACAT2",5221
"CNTNAP2",5621
"GGTLC2",3963
"LZTS3",4622
"VPS13A",5542
"ZFP1",4646
"SNRK-AS1",10374
"FAM53C",2553
"COLGALT1",4953
"TMEM65",5325
"DUSP8",7556
"CCDC38",5176
"LINC00886",10759
"NLRX1",2481
"LINC00869",4730
"ALKBH2",3796
"LPIN3",2447
"MAGEA8",7662
"CDKN2B-AS1",1545
"LAMTOR1",1753
"LOC102724951",1184
"GLUD1P2",2114
"VPS35",9388
"MED13",7047
"ROPN1B",5279
"ITPKC",6329
"TMEM201",6054
"FRYL",10624
"ZNF652",5985
"LINC01693",3663
"STEAP1",7324
"DTHD1",7669
"SNORA44",6793
"PGBD5",4713
"PLS3",2544
"SRSF8",4557
"EIF2S1",11336
"BAALC-AS2",4434
"OMG",8776
"ALG1L9P",10083
"LOC102724452",5531
"PCDH11Y",6641
"SPATA8",867
"GTF2A1",6161
"ADAMTSL2",6003
"VAMP8",6435
"TLDC2",3042
"GPR176",5652
"TMEM238L",4555
"RFESD",2096
"PTCD3",9303
"SLC6A19",2697
"UNKL",828
"RDM1",9369
"ZNF423",4299
"HERPUD2",6170
"PTPN3",7149
"SH3GL2",1099
"OCRL",10782
"HDDC2",3805
"PTPRB",4904
"SMO",4319
"MYLK2",5693
"LOC339874",12238
"SNORA14A",5436
"DZANK1",2104
"ACOD1",1229
"GOLGA6A",1102
"PRDM7",4487
"ENTPD3",4296
"PHACTR2-AS1",2780
"GSTM4",5968
"ABCC6P1",7042
"GLI4",3710
"MTA1",1270
"MARCKS",8196
"LINC01376",4371
"OSGEPL1",12645
"TMEM189",2203
"PLN",1778
"RFPL3S",5427
"POTEB2",5310
"MIR6892",9653
"WIF1",2030
"RTP3",1929
"SNORD12B",2443
"TIGD4",9995
"LINC02153",3524
"AFAP1L2",7548
"CES3",1462
"TNP1",2348
"ATP5MD",2191
"LOC100130587",2436
"TRIM22",3028
"RNF212B",2948
"DNM3OS",4326
"METTL21C",8521
"HHIPL2",8166
"CADM1",3650
"CHRM5",4107
"LINC01603",4603
"DTX2",5349
"KCTD6",9441
"APBB3",6489
"LINC01637",5973
"MIR4636",2430
"STK39",995
"IMPG2",1796
"USP6",3054
"SNORD116-22",3014
"MIR2276",4554
"FAM228B",1749
"TRAPPC8",2240
"UHRF1BP1L",6721
"LINC02116",6006
"OR5F1",5871
"PIK3R6",3783
"LIPN",3021
"RUNDC1",953
"ACTN4",2405
"DND1",2388
"CEBPA",7878
"LINC02181",7338
"C6orf226",1251
"GGACT",2932
"DMRTC1B",1455
"BPIFC",3412
"ATP11C",4622
"IFIH1",7461
"NRN1",3761
"SNORA38",2059
"COQ4",3259
"TP73-AS1",4787
"LINC00862",3200
"TMEM178B",10014
"MIR8067",6953
"CATSPERG",4456
"LINC01303",5416
"TSNAX",9903
"FUBP1",7555
"WDR41",4377
"MILR1",2544
"RNASEK",3519
"CCDC144B",3232
"CSDC2",8959
"SGCD",10792
"CHRD",6435
"PRR9",2050
"MAP1LC3A",5577
"MIR3686",6190
"MIR151B",4070
"TSSC2",19998
"DBH",4770
"KIF2B",8009
"API5",1050
"SNORA23",10019
"PSORS1C3",1759
"TANGO6",5000
"LOC100996263",3989
"SDHC",1051
"DUSP16",6512
"HLA-DQB2",2786
"TSPYL2",4147
"UNCX",4700
"SLK",3092
"TMSB4Y",12500
"MIR6070",6451
"HDC",2599
"POM121",5348
"RALGAPA2",10525
"HERPUD1",1235
"DEFB112",4041
"PIN1",6594
"CYSLTR2",8390
"DHX40",5082
"SAE1",4972
"CTC1",4938
"SLC26A1",5850
"CALR3",6893
"BREA2",4297
"ENTPD5",4951
"C1orf141",8258
"OSBPL11",4070
"SPATA31A7",8015
"LINC02214",2262
"IFT80",3099
"MAG",1374
"USP5",951
"CENPV",1411
"OVOL3",14022
"IGLL1",3467
"SLC9A3R1",3621
"EME1",7223
"AQP4",2955
"VN1R4",2055
"TTTY2",6938
"LOC102723330",6149
"ATP1A1-AS1",13683
"CDY1B",4798
"MIR3143",8945
"HNRNPA1L2",7482
"LINC01697",4009
"ZBTB21",17944
"OR2T27",1836
"LY6G6F",5060
"HSD11B1-AS1",4564
"SOX4",4251
"DTD1",4107
"WT1",1603
"MYO1H",2915
"TMOD3",2305
"CHIC1",3119
"MIR8069-2",5789
"SOX12",1500
"USP17L10",8477
"CD58",10184
"RERG-AS1",7784
"LOC100129917",2616
"PSMD6",2948
"DTNB",10712
"NCAPG",4131
"LOC101927914",9143
"LINC02381",8683
"CSN1S2AP",3899
"PPP2R1B",2844
"CRTC3",2432
"C4orf36",3102
"GPR151",6783
"MRPS6",3248
"LARGE-AS1",11860
"MUC15",6658
"ROCK2",10802
"TXLNB",5040
"NPRL2",9400
"SETSIP",1446
"PLG",5151
"KIAA0586",5830
"LINC01269",5357
"LOC100506281",2049
"IL17RE",8505
"DRAP1",2338
"IAPP",8444
"F9",12294
"CASC22",8390
"KIAA2026",9377
"PLCE1-AS1",2236
"HMGB3P1",20977
"FN1",4239
"SLC26A11",16715
"OR6N1",2758
"GUCY2GP",4567
"ZNF195",2744
"NPY6R",6161
"MIR374B",7699
"HMGCR",27726
"ZNF99",5912
"CFAP46",4243
"AGAP12P",1765
"USP30-AS1",8720
"CSH1",9110
"POFUT2",3680
"BDKRB1",10372
"GTPBP3",1886
"CDC25A",3876
"LOC100507156",3237
"OR8D1",10888
"SEL1L2",5344
"ZNF777",7556
"SNORD11B",3903
"MAFG",5996
"KLHDC4",9781
"OTC",4189
"LINC01475",6982
"PRKCA",6350
"SCEL",6506
"FCHO2",2373
"CTSK",1588
"CSTF2",3582
"OR5AU1",3897
"FAM218A",3844
"TLR9",3536
"FKBP4",8945
"RAB3GAP2",3640
"CELSR2",4201
"UNC45B",3545
"DMRTA2",8437
"CACYBP",2541
"LOC100996351",3219
"HIST1H2BH",1922
"HCCAT5",2336
"WFIKKN1",3849
"PRRG4",3226
"CNTN5",4474
"MIR1299",3429
"LINC02213",1696
"TNC",4068
"RAB40C",6008
"TMEM44",2527
"MIR6762",6782
"SLC2A3",7625
"LOC100289656",4374
"TMEM234",2542
"CLINT1",2777
"LINC01052",1377
"DTX4",7311
"KRTAP5-11",3248
"MIR2052HG",2757
"NCF4",1517
"LOC101929709",8286
"MIR3921",5206
"LINC02308",4984
"CHD3",9075
"LINC01347",5772
"EZH1",7081
"HOXB2",1975
"UBTD2",2604
"GNG4",4800
"MIR3681HG",5418
"TMED2",5855
"STARD10",4694
"MLXIP",5287
"IFNA21",6298
"MIR3691",2038
"DGUOK-AS1",3044
"SETDB2",3496
"CYP2R1",2977
"LOC399715",2671
"MED10",5209
"RBM26-AS1",1750
"FGFR1OP2",4051
"STAP2",4237
"MYL3",2781
"TPRG1-AS1",3436
"LINC02451",13281
"USP27X",4622
"MIR7155",5521
"SNORA7B",1562
"DHX9",2668
"STEAP2",6613
"AP2B1",619
"VIM",10974
"NCAPD2",11049
"NEBL",2006
"SYCP1",2947
"MIR128-1",4707
"WHAMMP2",2415
"MAP7",1925
"HRAT92",4314
"CHAT",2593
"FAM53A",7668
"LRRCC1",7627
"MCMBP",7217
"BPIFB4",3884
"SLC35B3",3434
"GJC3",5759
"POLR3GL",6047
"OVCA2",3603
"PSMA8",531
"DCTN2",4676
"MIR6817",2710
"RTKN",11893
"MIR4531",1155
"GJA5",10000
"FAM3C",5574
"LCN1",2976
"SKOR1",6091
"ALG8",4039
"ZNF662",5359
"CD2",1777
"OLFM1",2847
"UQCRFS1",2587
"GPRC5A",6900
"LOC102725191",2821
"TRIM35",3092
"C8G",5415
"LINC00612",2553
"GNAT1",4567
"ZNF512",6426
"ADAMTSL4",5038
"SDHAF2",4929
"TMEM196",6103
"THSD4-AS1",3878
"MOSPD2",5398
"RAB39B",2045
"STK35",2567
"WASH7P",2623
"SIK2",8534
"GM2A",4567
"FASLG",2342
"B2M",513
"LOC100506258",4479
"TRPV1",2503
"BCAR4",5511
"FCRL5",5723
"KCTD21-AS1",1646
"LINC01921",5626
"ELAC1",959
"MIR127",2574
"TOX2",3695
"SSBP3",778
"KRT86",751
"CARD17",2565
"RRAGD",1382
"ZNF880",3894
"GANC",6400
"NOL4L-DT",476
"SNAP29",2475
"C12orf75",6238
"NBPF25P",4930
"LOC101929512",1883
"RNASE9",1762
"GLB1L3",2847
"COG1",2705
"FBXO43",876
"PRSS56",4213
"GPR143",2454
"SYT5",6532
"RFLNB",8217
"MUC16",4119
"POTEA",5893
"HAUS7",3722
"ARHGEF40",5987
"ZNF354B",11880
"GPR82",5724
"FAM98B",6800
"ADAMTS20",12210
"OR52B4",6574
"FAM222B",3245
"POM121L9P",6158
"LOC100128993",15789
"DLX2",9901
"LRP10",6982
"SEC14L4",3692
"SLC8A1",13112
"CLCA3P",15872
"CYP4F35P",6508
"MACC1-AS1",12252
"PXN",5687
"CTNNA2",9471
"RAPH1",10033
"MIR3913-2",5091
"GEMIN4",5320
"BTBD9-AS1",2187
"RIC8B",1882
"MIR3169",9793
"CCDC24",3769
"NXPE2",2459
"TCEAL4",2927
"RXYLT1-AS1",6521
"ATAD1",7009
"MIR5683",2486
"MIR3154",1919
"SMARCC1",6336
"MSN",9295
"SNORD46",7894
"PPM1K",769
"LINC02297",3064
"GRAMD1C",3714
"WDR25",4773
"RNVU1-19",546
"COPE",8188
"PCDHB5",2758
"CYMP",4353
"MIR412",2675
"LOC101927884",6516
"BSN",3920
"STRIP2",7884
"BPIFB1",3368
"CLMN",1950
"NUP188",1987
"PCBP2",3713
"DPP10-AS1",9025
"RNASET2",8187
"TRARG1",7407
"ALPK3",4996
"HRNR",2780
"FREM3",4233
"B3GNT4",2516
"TTC23L",6928
"MBNL2",5215
"NOL9",1279
"LINC01538",2806
"C10orf111",1727
"PDE1A",4099
"ATP23",4742
"CXCR4",2057
"OLA1",4316
"RASGRP3",4363
"SNORA80A",2782
"SPATA4",2363
"APLP1",7829
"CNNM2",7392
"PTPN12",880
"WWC3",5807
"FAM168B",1261
"FMN1",3009
"UTP11",8827
"MIR4535",2761
"ZNF200",4203
"SYS1-DBNDD2",3745
"GACAT3",1903
"NCKAP1",3485
"ACTR5",1363
"NUAK2",2020
"DDX27",4721
"KHK",1029
"HSFX2",5415
"SNCG",1500
"MSH6",4862
"KPNA4",2160
"MIR520F",6384
"CLUAP1",2630
"HERC4",5762
"CINP",10150
"EDRF1",1951
"A1BG",3803
"TUB-AS1",5137
"SLC17A2",6524
"MIR454",5269
"AMPD1",5555
"LINC01195",2833
"MYCT1",3136
"LCN2",1541
"LOC101928438",1817
"OR10A2",1541
"SIX4",5818
"PTPRM",9612
"LINC01108",11645
"PRL",4275
"CBL",4011
"LINC01519",3012
"CRIM1",5497
"ARMH2",2940
"MLEC",3731
"AMER1",9022
"CMPK1",2368
"ASRGL1",7428
"SNAPC2",6820
"MIR33B",4321
"RBMY1J",8187
"LINC00467",2714
"RRAGA",1201
"PKD2",2065
"CDC37L1",4239
"RGS4",1328
"SCRN3",6105
"VWA5B2",8951
"LINC01485",13759
"ODR4",5624
"TRIM60",4831
"MGMT",3059
"IKZF2",7698
"WNT2B",1239
"SNORA68",3863
"SUMO2",5006
"SEC14L6",3893
"PDX1",12077
"PPFIA2-AS1",2814
"MIR7-2",5591
"ACBD5",8439
"TMEM158",11768
"SNORD6",4539
"DNAJC30",1624
"SP6",6080
"DIP2A-IT1",10933
"MEG3",2124
"PTPRD",1837
"PWP2",4474
"ANAPC10",12550
"LOXL4",1032
"MIR6825",7723
"LOC101928404",19637
"HOXB7",8105
"SNORD15A",25509
"FGF16",2177
"PLIN5",3525
"STIL",2374
"PGM3",8586
"LRRFIP2",22814
"KIF2A",2897
"PQBP1",2560
"TBC1D10B",10219
"OR7C1",6087
"SERPINB6",2567
"NKPD1",3377
"KCTD12",4871
"DCDC2B",3669
"SMU1",1891
"LDLR",2575
"DECR2",294
"LINC02149",11822
"LMAN2",3593
"GRID1",3895
"KLK8",11136
"LINC01591",5539
"SPART",3852
"MAP1S",16401
"RDH8",9957
"PTX3",7839
"RADIL",2594
"CD63",2155
"SDF2L1",8720
"ADGRL4",8997
"OAZ3",2929
"MIR4264",6921
"KCNB1",620
"LOC101929721",4301
"MON2",3223
"DDI2",3940
"BEND2",1488
"MIR1250",3402
"FAM124B",4419
"CKMT2",8265
"FAIM2",6903
"SNORA69",5927
"TAS2R5",2112
"CATIP-AS2",1445
"DNAH3",9647
